R_610nm,S_680nm,T_730nm,U_760nm,V_810nm,W_860nm,DATE,weight,height,HU
3.682106807,3.889810261,4.023826706,4.112450708,4.52594179,4.502754339,7,61.19,0.64,79.101
3.683423783,3.803715709,3.945389525,4.021674943,4.47821531,4.442726697,7,57.18,0.67,82.4336
3.698346234,3.83147196,3.990873224,4.067241305,4.538735692,4.504388394,7,58.7,0.58,75.5808
3.709858189,3.785614351,3.934508512,4.005142039,4.486542907,4.442534855,7,60,0.6,76.6167
3.712661167,3.830986604,3.982484785,4.0576921,4.517242458,4.485040895,7,60.32,0.6,76.5032
3.728355645,3.782832868,3.926853246,3.992399161,4.480792475,4.442880152,7,59.04,0.6,76.9578
3.740368473,3.83423509,3.947664531,4.034053464,4.507035632,4.476624784,7,58.14,0.61,78.0049
3.742877648,3.83916485,3.987574058,4.059483024,4.533192651,4.502620676,7,60,0.69,82.8447
3.746821058,3.847525998,3.988997612,4.066503362,4.531885628,4.50247025,7,61.73,0.65,79.6223
3.768187452,3.840388603,3.970500239,4.044463849,4.509069227,4.476731204,7,60.49,0.64,79.3329
3.81344308,3.848260008,3.980899617,4.049028038,4.508134961,4.461900913,7,59.04,0.73,85.6289
3.827051322,3.903056693,4.020172534,4.089651119,4.516338932,4.484971286,7,58.32,0.72,85.233
3.597083053,3.76382005,3.932372332,4.014122491,4.513362608,4.482755345,8,59.2,0.51,69.6794
3.653358055,3.841270299,3.990370814,4.075449582,4.520271513,4.500106808,8,60.39,0.68,82.0736
3.658072493,3.854613728,3.979074164,4.070180707,4.503131647,4.49010968,8,58.81,0.62,78.4889
3.671916217,3.826173066,3.957781668,4.035868838,4.494979341,4.472650279,8,58.66,0.56,74.0446
3.672161651,3.830917218,3.980665996,4.054811192,4.518263305,4.483140025,8,60.15,0.55,72.6691
3.672652103,3.82834226,3.965205653,4.047707896,4.493173262,4.467100344,8,54.64,0.68,83.8841
3.674242235,3.878951561,4.011684118,4.09895425,4.526006825,4.501080561,8,58.37,0.62,78.6404
3.67643442,3.853231761,3.993648839,4.072857814,4.52296529,4.499097161,8,60,0.67,81.5359
3.686639455,3.803124331,3.931849728,4.010456528,4.47947684,4.456173774,8,59.47,0.58,75.2973
3.690067008,3.835678715,3.962923616,4.04357486,4.510352257,4.487677814,8,59.42,0.6,76.8227
3.692649312,3.855991282,3.987251987,4.066854929,4.52067995,4.496986184,8,59.7,0.57,74.4373
3.714556905,3.879820389,3.991283847,4.081539524,4.494657885,4.474062445,8,60.26,0.65,80.1014
3.715779198,3.842488112,3.973171075,4.053581011,4.501359224,4.474704463,8,60.86,0.66,80.59
3.718323775,3.803272259,3.973408762,4.047707896,4.522099863,4.487193272,8,58.65,0.53,71.6132
3.748573725,3.844308498,3.999013107,4.074207472,4.545989033,4.510388111,8,57.55,0.53,72.0579
3.761347998,3.82952724,3.964430164,4.039963341,4.499136914,4.458270166,8,59.12,0.55,73.069
3.769365966,3.893189994,4.005328592,4.090250921,4.525095293,4.506629395,8,59.44,0.58,75.3084
3.659085132,3.891020317,4.026400145,4.119854363,4.523083172,4.504471606,9,59.39,0.5,68.7162
3.674730345,3.897020612,4.023149172,4.118670757,4.538470343,4.523595842,9,59.13,0.56,73.8652
3.675461481,3.748322625,3.890916956,3.957539713,4.427601569,4.395797563,9,60,0.42,60.6026
3.686164555,3.869277826,3.993603476,4.081573479,4.521456207,4.510338872,9,59.22,0.48,66.9693
3.687113835,3.882169954,4.022640337,4.112102546,4.518528077,4.492972477,9,58.43,0.4,59.2421
3.692766347,3.857429767,3.995865698,4.075001434,4.518024878,4.496037143,9,60.37,0.53,70.9193
3.695913829,3.922310721,4.07123968,4.161580593,4.556858914,4.532921307,9,59.78,0.47,65.7744
3.711430096,3.855794743,4.013984156,4.097744921,4.515886464,4.488334557,9,57.92,0.5,69.3463
3.711990096,3.943379535,4.064164153,4.154946536,4.549971036,4.528267896,9,54.74,0.46,67.1619
3.726086067,3.922928702,4.043473915,4.133630988,4.537698605,4.522224351,9,59.68,0.6,76.7303
3.733179391,3.910341239,4.024165098,4.112703787,4.525355933,4.514423691,9,59.84,0.57,74.385
3.747646715,3.807393699,3.93756417,4.013804941,4.503994636,4.469884177,9,58.19,0.45,64.58
3.749087848,3.813503455,3.945389525,4.013804941,4.485387466,4.456266755,9,57.84,0.38,57.2976
3.762545229,3.869849143,4.006607168,4.087578737,4.528083179,4.496901553,9,59.76,0.78,88.3557
3.809168662,3.950866229,4.0720735,4.158404342,4.550450843,4.531532103,9,58.28,0.6,77.2283
3.814681902,3.879882386,4.027576301,4.09895425,4.536900116,4.502904668,9,61.17,0.6,76.2021
3.635175319,3.852109807,4.013204403,4.101103108,4.546125673,4.516888621,10,60,0.55,72.7273
3.637838898,3.818601473,3.936168471,4.024977011,4.461170923,4.445289484,10,58.85,0.45,64.265
3.647943797,3.803494058,3.967957274,4.047818042,4.542847009,4.512892288,10,59.26,0.42,60.9821
3.654637276,3.84336556,3.972790551,4.059196941,4.512893616,4.494558594,10,57.56,0.41,60.7946
3.656421879,3.83174905,3.969446491,4.057584393,4.530342898,4.507340779,10,58.65,0.48,67.224
3.661103307,3.803494058,3.954170545,4.032838946,4.491162341,4.458159124,10,56.93,0.43,63.2005
3.669947737,3.850653563,3.974784696,4.063326358,4.523279587,4.51099502,10,56.42,0.45,65.4248
3.680424887,3.867686885,3.992376975,4.076962908,4.498264208,4.477280721,10,59.87,0.55,72.7777
3.681146508,3.857625567,3.988355299,4.076310091,4.517998423,4.493843002,10,58.07,0.5,69.2819
3.696610186,3.886953233,4.017819322,4.10591555,4.535145864,4.514326092,10,58.58,0.45,64.3939
3.702484557,3.836912317,3.98103973,4.060054552,4.548923416,4.519805647,10,59.14,0.41,59.9654
3.702827669,3.881429351,4.018933334,4.103209051,4.541744423,4.518744238,10,58.95,0.5,68.9047
3.703513038,3.878143237,4.019959117,4.100940674,4.53622721,4.51143738,10,58.59,0.56,74.0714
3.711430097,3.875959431,3.985221912,4.07665381,4.516711233,4.503988789,10,57.56,0.42,61.8528
3.718323775,3.872442328,4.000935228,4.087880194,4.532244843,4.505983176,10,59.52,0.52,70.412
3.767990716,3.87420444,4.006342927,4.086236472,4.522847377,4.493808884,10,58.04,0.46,65.6208
3.643248715,3.848593253,4.002804509,4.083674647,4.501207744,4.467281667,11,57.93,0.52,71.0668
3.690420068,3.875082808,3.995369034,4.092410018,4.540349666,4.529934439,11,59.84,0.57,74.385
3.712213902,3.882662979,4.025009844,4.106076102,4.545802626,4.510076135,11,58.19,0.47,66.5004
3.719865393,3.886831261,4.03646179,4.121592798,4.555888555,4.528472582,11,57.93,0.45,64.7041
3.723586695,3.887684484,4.029334546,4.108541439,4.547786672,4.515836241,11,58.36,0.5,69.1576
3.730291585,3.890778586,4.043473915,4.12670544,4.549145473,4.514277298,11,57.4,0.53,72.1186
3.735093994,3.85821241,4.012640357,4.085967521,4.543821988,4.50156662,11,58,0.52,71.0379
3.736154027,3.879882386,4.045612007,4.121902496,4.547675309,4.500157221,11,59.36,0.48,66.9068
3.736577317,3.867304198,4.031751015,4.115320489,4.566777066,4.528078804,11,58.38,0.42,61.433
3.740053785,3.880006353,3.998564841,4.085664733,4.519902253,4.497104689,11,58.99,0.55,73.1196
3.749087848,3.885670609,4.014287048,4.095579341,4.534023527,4.514537506,11,60.97,0.46,64.2531
3.754094501,3.896125841,4.008846588,4.092608777,4.540198578,4.514635057,11,59.24,0.5,68.7804
3.763242111,3.915397258,4.040918651,4.130819408,4.558419091,4.543391599,11,59.87,0.52,70.2681
3.763838533,3.9121866,4.062348088,4.136214832,4.551727776,4.504538158,11,58.29,0.57,74.9658
3.779160673,3.911610786,4.041162638,4.124895178,4.536049304,4.507687773,11,58.99,0.49,67.9893
3.800126169,3.897080202,4.019574743,4.096499411,4.542821976,4.504022117,11,60.78,0.46,64.3418
3.805574226,3.883216967,4.022173384,4.086337268,4.48820644,4.442995169,11,57.44,0.52,71.2689
3.809794625,3.855204652,3.999774015,4.06399897,4.495956252,4.445823107,11,59.68,0.52,70.3462
3.853132653,3.929005191,4.050613391,4.134504008,4.565044576,4.536336465,11,56.36,0.47,67.3364
3.729539725,3.89666293,4.038225474,4.117984002,4.507185093,4.477953364,12,61.26,0.5,67.9156
3.735730324,3.838483522,3.992604383,4.065834583,4.524338555,4.474953855,12,57.99,0.5,69.3163
3.737528194,3.81494559,3.944679311,4.021050571,4.476396317,4.445327634,12,56.89,0.43,63.2204
3.744334667,3.908139646,4.07343444,4.145227128,4.541982698,4.504538158,12,57.59,0.48,67.6978
3.746097338,3.879882386,4.043352567,4.118171398,4.553049871,4.520431638,12,59.68,0.49,67.6875
3.757837122,3.883954503,4.041040642,4.111817448,4.561031049,4.51069989,12,61.14,0.48,66.1117
3.762545229,3.923826003,4.075880958,4.148908344,4.554745565,4.509270507,12,59.22,0.5,68.789
3.765127962,3.830361767,3.969494449,4.056362053,4.514004986,4.481020099,12,58.42,0.5,69.1319
3.787141821,3.834579237,4.016530349,4.085092241,4.543109698,4.484640472,12,57.97,0.44,63.6945
3.787424184,3.932972904,4.081808069,4.156493102,4.552095461,4.50811698,12,55.92,0.45,65.6635
3.807734455,3.923265427,4.077790928,4.144874906,4.538824106,4.487106683,12,57.85,0.48,67.5816
3.814505144,3.852043715,4.004001952,4.073585047,4.548071125,4.495273008,12,59.22,0.42,61.0026
3.815123467,3.955786559,4.087728435,4.161975992,4.552817593,4.513886693,12,58.21,0.5,69.2219
3.841493956,3.947218643,4.090858119,4.163666524,4.57782661,4.537571685,12,58.23,0.47,66.4821
3.70465292,3.878765145,4.045289965,4.12035176,4.534406503,4.491157578,13,57.62,0.44,63.8654
3.740892395,3.905868422,4.031002544,4.118733133,4.545466922,4.530890595,13,60,0.52,70.2146
3.743190259,3.894870062,4.046777473,4.129269821,4.567735221,4.531532103,13,59.64,0.48,66.7817
3.750626649,3.920902958,4.059005238,4.140536797,4.544769813,4.509714599,13,59.64,0.5,68.6091
3.752567961,3.902292049,4.08106697,4.151055885,4.552156695,4.491620574,13,58.45,0.51,69.9944
3.754196061,3.878454302,4.057089042,4.133178729,4.541204642,4.500593957,13,57.66,0.47,66.7424
3.764434139,3.858016874,4.033947458,4.104080844,4.553318705,4.498625201,13,57.59,0.46,65.8309
3.768777091,3.881182221,4.037118886,4.114187476,4.562731771,4.522016647,13,60.93,0.55,72.3666
3.77142078,3.954378959,4.094900457,4.174305345,4.555791376,4.521792874,13,58.09,0.52,71.0009
3.773174331,3.90352658,4.0838765,4.160108807,4.576543214,4.520656164,13,56.41,0.53,72.5196
3.775307987,3.898626585,4.063701198,4.144081346,4.552817593,4.517276537,13,61.07,0.5,67.9969
3.77781614,3.877395729,4.039614937,4.117921519,4.573043755,4.527999995,13,60.31,0.55,72.607
3.798845095,3.89939773,4.038552795,4.119512056,4.526838588,4.494626683,13,57.4,0.5,69.5694
3.801312411,3.876709384,4.021195398,4.090417403,4.539038785,4.493194543,13,61.38,0.5,67.8642
3.808989645,3.917562482,4.068690484,4.142046769,4.54240884,4.496918464,13,57.69,0.5,69.4449
3.84521614,3.932643625,4.062967153,4.131607294,4.540337053,4.49464371,13,57.13,0.43,63.1006
3.697883972,3.825822159,3.988447122,4.067346644,4.544233781,4.511404616,14,59.26,0.48,66.9515
3.700994714,3.832648443,3.977711774,4.056254053,4.531037812,4.502904668,14,57.4,0.53,72.1186
3.716111928,3.86813296,4.016401232,4.097581225,4.541669128,4.508067483,14,58.31,0.5,69.179
3.719645496,3.887258082,4.03810265,4.118108942,4.544720014,4.503655503,14,60,0.5,68.4549
3.742356078,3.867176552,4.008846588,4.090949662,4.571113434,4.535500664,14,60,0.45,63.7159
3.745476029,3.859968196,4.01072581,4.086975231,4.55127393,4.503605495,14,59.47,0.42,60.8745
3.74990921,3.879386192,4.013854322,4.09617105,4.562803455,4.535609113,14,59.78,0.5,68.5491
3.758541557,3.908952054,4.029919062,4.113714498,4.558744935,4.53318619,14,56.88,0.43,63.2254
3.762445604,3.843904637,4.003957658,4.077374755,4.556240528,4.509500824,14,56.97,0.51,70.6168
3.76522701,3.842150178,3.991694125,4.067135977,4.547502032,4.49477985,14,57.9,0.44,63.7287
3.772882545,3.787228706,3.954021489,4.028062016,4.555754952,4.503305271,14,60.88,0.5,68.0782
3.779735645,3.843567804,3.991420649,4.058588485,4.53058751,4.483786203,14,58.15,0.47,66.5186
3.7919169,3.900108314,4.039084191,4.116513248,4.562803455,4.527211171,14,60.52,0.48,66.3886
3.795625677,3.882354886,4.035062146,4.10488647,4.546572543,4.503888843,14,59.79,0.45,63.8162
3.797192384,3.861005315,4.005637537,4.090184318,4.55461161,4.519419985,14,58.8,0.45,64.2889
3.834459326,3.868896539,4.004577321,4.075208321,4.518898507,4.479030943,14,61.81,0.53,70.3394
3.850862247,3.956826296,4.096478286,4.174140646,4.580783625,4.547630554,14,58.34,0.44,63.5138
3.658199178,3.77619397,3.928595361,4.012173821,4.527979624,4.476908551,15,60.75,0.5,68.1338
3.690890339,3.857690815,4.017347153,4.086505257,4.498776965,4.449256718,15,59.15,0.45,64.1218
3.728463404,3.841066983,3.989455815,4.061622387,4.511618084,4.465028047,15,59.16,0.48,66.9961
3.733605588,3.880006353,4.003913359,4.091614069,4.502816172,4.479929837,15,56.65,0.5,69.8914
3.738792826,3.884629501,4.031626346,4.11162729,4.53057466,4.498405895,15,59.44,0.48,66.8711
3.743398554,3.892528181,4.04059307,4.123509375,4.535158629,4.503572135,15,59.14,0.41,59.9654
3.746097338,3.893189994,4.040511636,4.124710662,4.536798593,4.51096225,15,58.44,0.41,60.333
3.748367898,3.878516494,4.035391898,4.108796772,4.535871325,4.488213662,15,58.43,0.47,66.3908
3.751240639,3.879696397,4.035803698,4.113430457,4.563543841,4.526705579,15,61.91,0.43,60.7081
3.754805028,3.88377025,4.02008718,4.091580889,4.502555376,4.467354169,15,61.41,0.5,67.8514
3.761547766,3.906626826,4.034938424,4.120382844,4.548664221,4.515771371,15,58.66,0.5,69.029
3.767301419,3.887623591,4.028246929,4.103564414,4.518541339,4.485493065,15,59.77,0.5,68.5534
3.777431212,3.89606612,4.052082808,4.130060521,4.562970781,4.52128088,15,60.12,0.5,68.4035
3.781169771,3.857690815,3.998923491,4.073550461,4.533320608,4.497595216,15,58.32,0.43,62.5059
3.795440989,3.886770249,4.013464463,4.083539396,4.499330599,4.460595867,15,58.4,0.44,63.4845
3.708731904,3.858016874,4.013291079,4.091979077,4.541581291,4.504388394,16,62.29,0.47,64.6284
3.722058254,3.863007709,4.004356141,4.086068379,4.5188456,4.487591321,16,59.38,0.43,61.9757
3.723259644,3.833959552,3.99059923,4.071051708,4.546758571,4.512124583,16,60.19,0.5,68.3736
3.727816329,3.843971978,3.974642551,4.050563148,4.490739276,4.452250766,16,58.65,0.4,59.1236
3.727924262,3.804306283,3.954468504,4.027985157,4.50192333,4.455280216,16,58.71,0.44,63.3331
3.730934986,3.842420571,3.987758016,4.058982283,4.504104097,4.460559034,16,60,0.46,64.706
3.73381853,3.870229623,4.021408168,4.097122596,4.514299074,4.48411764,16,59.66,0.5,68.6005
3.73805559,3.827643694,4.003514511,4.079086446,4.552903186,4.501750836,16,57.36,0.52,71.3019
3.742669103,3.847125119,4.004356141,4.079462132,4.508284044,4.471664429,16,59.3,0.48,66.9336
3.747130882,3.85866829,4.009765341,4.086337268,4.52508228,4.484187386,16,57.82,0.49,68.5014
3.75450067,3.852374071,3.993784899,4.066221904,4.522257328,4.480774139,16,58.22,0.48,67.4162
3.756121554,3.832924784,4.000712185,4.076069307,4.540412579,4.502754339,16,58.97,0.56,73.9263
3.761547766,3.863072153,4.005107753,4.081879131,4.520073732,4.482615382,16,61.46,0.47,65.0074
3.763639817,3.860227693,3.988401213,4.061622387,4.502019564,4.467136626,16,62.53,0.53,70.0497
3.811756134,3.827363972,3.968918657,4.038952692,4.500090718,4.4565084,16,57.32,0.52,71.3184
3.625175597,3.862169128,4.026442208,4.116199681,4.510433181,4.475505624,17,60,0.41,59.5132
3.637971674,3.751249964,3.933207222,4.011894707,4.478360504,4.436836515,17,58.37,0.45,64.4941
3.657945724,3.81616764,3.974026094,4.057907397,4.511106809,4.480651121,17,61.88,0.5,67.6503
3.681746966,3.825892363,3.974642551,4.049723184,4.489481781,4.452063057,17,58.13,0.54,72.6464
3.683543287,3.826593749,3.977570584,4.05926847,4.523737476,4.49387709,17,59.43,0.4,58.7033
3.703284701,3.856187732,3.996767263,4.080348786,4.522912877,4.492904128,17,57.7,0.43,62.8158
3.70465292,3.817600937,3.977099663,4.050599652,4.526097868,4.475719016,17,60.69,0.46,64.3839
3.710195485,3.870166233,4.017175313,4.098039405,4.521902913,4.487989034,17,57.86,0.42,61.6992
3.716333621,3.846656954,3.983971476,4.055244543,4.459582238,4.423669975,17,59.42,0.51,69.5871
3.716333621,3.82265136,3.984666612,4.070355061,4.541819705,4.506844589,17,58.33,0.52,70.902
3.719535526,3.791276476,3.946250379,4.021128667,4.487041219,4.445613537,17,58,0.51,70.1835
3.725218344,3.791656424,3.927329052,4.000744914,4.462272032,4.422907698,17,58.88,0.39,57.8688
3.729001917,3.841947273,4.00893418,4.086605991,4.5252908,4.482877797,17,54.88,0.52,72.3271
3.748058956,3.868323967,4.032041769,4.101687311,4.546088381,4.49211733,17,59.65,0.46,64.8694
3.764037159,3.821943572,3.987620055,4.063220039,4.535413301,4.484257148,17,55.65,0.38,58.5357
3.774048439,3.859773449,3.991420649,4.072441659,4.49531455,4.463366708,17,57.83,0.42,61.7146
3.804761379,3.920056135,4.073623137,4.144962973,4.545081153,4.499248761,17,57.38,0.49,68.694
3.815299974,3.885548249,4.033740745,4.105594235,4.524077354,4.475345504,17,60.23,0.5,68.3564
3.818552463,3.851845412,3.992604383,4.070598997,4.523737476,4.487279844,17,59.14,0.33,50.214
3.680184081,3.821092695,3.988125655,4.067381727,4.526175912,4.487885309,18,57.67,0.51,70.3223
3.716776666,3.822863481,3.998205937,4.072545744,4.548095857,4.502720941,18,57.43,0.45,64.9428
3.720195049,3.816813221,3.965738062,4.041865933,4.506695776,4.46431681,18,57.65,0.3,46.9849
3.738687599,3.818672854,3.980899618,4.056109986,4.533691397,4.475683472,18,58.47,0.34,51.9862
3.74671776,3.866921174,4.012379762,4.089551055,4.520851072,4.467897564,18,58.61,0.53,71.6294
3.75793781,3.820097921,3.975068802,4.043055463,4.512450966,4.462854224,18,59.59,0.48,66.804
3.760848195,3.868642172,4.031584782,4.099671707,4.528096153,4.477280721,18,58.07,0.45,64.6373
3.761347998,3.833959552,3.987803994,4.058301849,4.514539556,4.47359821,18,57.55,0.44,63.8996
3.771225504,3.817887049,3.985221912,4.04789147,4.536671706,4.480404952,18,57.81,0.5,69.3935
3.782313657,3.824486215,3.987067815,4.059733142,4.540160822,4.49464371,18,59.37,0.47,65.9616
3.785443879,3.875082808,4.038184536,4.105497777,4.555244458,4.500979944,18,58.21,0.47,66.4912
