R_610nm,S_680nm,T_730nm,U_760nm,V_810nm,W_860nm,DATE,weight,height,HU
3.817675839,3.885425854,4.06044658,4.131425608,4.518210373,4.497087758,18,58.21,0.47,66.4912
3.818552462,3.935598033,4.105581364,4.168949044,4.596425912,4.56812556,18,59.37,0.47,65.9616
3.819951442,3.935488963,4.109211583,4.174524808,4.582043156,4.559870451,18,59.1,0.45,64.1457
3.820300483,3.876709384,4.027198573,4.089083861,4.509812505,4.483035136,19,60.97,0.53,70.6775
3.820649245,3.974480254,4.137275062,4.199672809,4.571968499,4.546272543,19,57.11,0.3,47.373
3.820823521,3.941823633,4.106246856,4.160250527,4.537533947,4.501214699,19,63.14,0.5,67.1113
3.820997727,3.995025711,4.163419933,4.222241558,4.564985132,4.535887822,19,58.58,0.44,63.3966
3.821780805,3.894810169,4.078425734,4.140210416,4.55716171,4.532547122,19,56.05,0.34,53.5183
3.821867709,3.981502727,4.12383981,4.185225239,4.526422881,4.509665284,19,61.26,0.37,54.1205
3.822128381,3.960909026,4.108237201,4.16886571,4.547080909,4.522655399,19,59.18,0.35,52.8399
3.8234293,3.873324292,4.054139574,4.110548152,4.548021704,4.510503016,19,57.93,0.36,54.8575
3.824380864,3.959621158,4.10184987,4.161297944,4.542509011,4.516969472,19,58.15,0.5,69.2476
3.826707666,3.93527074,4.106526739,4.164368978,4.563317063,4.535035666,19,63.05,0.41,57.9042
3.82696545,3.948120189,4.121953616,4.188105634,4.555232317,4.538326557,19,58.28,0.42,61.4842
3.828166314,3.930000523,4.11098074,4.172821034,4.582226051,4.555024694,19,60,0.46,64.706
3.828251981,3.961166179,4.120872091,4.186401045,4.578403476,4.561259676,19,57.56,0.48,67.7113
3.828851053,3.863329832,4.015108038,4.071886213,4.545479387,4.502637393,19,60.28,0.56,73.4269
3.828851053,3.922591768,4.098478137,4.159086919,4.574244427,4.552514367,19,57.18,0.46,66.0223
3.828936585,3.966683025,4.124377226,4.185760106,4.56691914,4.542371082,19,60,0.36,53.6142
3.82987614,3.927118879,4.084870267,4.15330807,4.537926475,4.51759951,19,58.3,0.59,76.4811
3.830643387,3.953804177,4.093641246,4.155290687,4.560430577,4.529871642,20,60.16,0.5,68.3864
3.83183417,3.9117836,4.09310047,4.157321367,4.565959135,4.543041538,20,56.62,0.46,66.2837
3.832513154,3.888232107,4.064703651,4.121530831,4.537584625,4.50498714,20,60.47,0.5,68.2537
3.832767484,3.956826297,4.093605213,4.152298917,4.521955449,4.494439419,20,57.03,0.38,57.7561
3.835218525,3.943433116,4.089914318,4.148267842,4.553941262,4.512075541,20,57.44,0.44,63.9533
3.835218525,3.93181941,4.102026618,4.161184833,4.541267431,4.517179603,20,56.24,0.43,63.5451
3.836144602,3.966022643,4.113707056,4.174990784,4.539366852,4.520640101,20,58.45,0.52,70.8525
3.836564917,3.981698918,4.138479033,4.201687027,4.582477422,4.563894297,20,57.97,0.35,53.5871
3.836900864,3.914882859,4.093352932,4.156235713,4.568065986,4.538680437,20,64.19,0.4,56.1235
3.837152638,3.943700777,4.088713437,4.148937451,4.522060449,4.498827532,20,56.14,0.37,57.1085
3.838493056,3.951287134,4.114943765,4.170446625,4.525837673,4.505302792,20,57.48,0.35,53.8888
3.841327783,3.91453957,4.096871841,4.165154363,4.560442619,4.538987884,20,62.54,0.39,55.8366
3.841909098,3.961423134,4.119923584,4.183133048,4.582614452,4.556606627,20,60.75,0.43,61.2897
3.84207505,3.9181872,4.092775694,4.156778894,4.572623321,4.542325339,20,59.55,0.38,56.3269
3.843565767,3.922310721,4.101673082,4.163413354,4.580840946,4.550109298,20,58.59,0.47,66.3177
3.843731086,3.945889468,4.134627613,4.199180742,4.588207652,4.566541846,20,61.2,0.44,62.1159
3.844968999,3.936306298,4.119142852,4.180273506,4.588286548,4.56348776,21,60.31,0.37,54.6782
3.844968999,3.932698547,4.102662286,4.163863307,4.58838797,4.561770365,21,61.14,0.4,57.7797
3.84521614,3.906335279,4.08021313,4.142696505,4.529543638,4.505468849,21,58.25,0.45,64.5514
3.846531938,3.95197029,4.118428818,4.182568026,4.57975038,4.550678137,21,57.66,0.38,57.3996
3.84768,3.949336917,4.09089438,4.152096823,4.574849323,4.550678137,21,56.38,0.43,63.4752
3.847843762,3.970775185,4.133412903,4.196451355,4.554197327,4.52947913,21,60.93,0.3,44.6003
3.849885571,3.972781836,4.112673751,4.168309641,4.538192157,4.501884794,21,60,0.44,62.7028
3.855873713,3.948384977,4.098620644,4.154803075,4.544894405,4.512827004,21,58.21,0.42,61.52
3.858038164,3.979092278,4.1499275,4.213379398,4.575464966,4.557638388,21,59.02,0.42,61.1051
3.858677421,3.921015753,4.103473152,4.165490522,4.553147665,4.529243422,21,57.25,0.3,47.2725
3.859953119,3.985701207,4.134430849,4.193468485,4.579807837,4.560529056,21,58.05,0.35,53.5378
3.860430542,4.009292218,4.125650911,4.190517859,4.490358172,4.486985446,21,58.77,0.32,49.0764
3.862809813,3.972331139,4.146240533,4.205662109,4.563949307,4.545879428,21,58.34,0.37,55.8296
3.878728363,3.972431339,4.140844719,4.202896224,4.565282316,4.541501044,21,60,0.38,56.0707
3.885236452,3.968961206,4.122189854,4.174223003,4.528833425,4.486326658,21,60.26,0.34,50.8438
