0.02,0.01,0.01,0.01,0.02,0.02,0.04,0.06,0.16,0.12,0.12,0.09,0.23,99
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.18,0.2,0.22,0.18,0.3,100
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.19,0.21,0.23,0.18,0.3,100
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.19,0.21,0.24,0.2,0.31,100
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.19,0.21,0.25,0.2,0.3,100
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.13,0.09,0.1,0.06,0.25,100
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.12,0.09,0.09,0.07,0.26,100
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.12,0.09,0.09,0.06,0.24,100
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.12,0.09,0.09,0.07,0.26,100
0.02,0.01,0.02,0.01,0.03,0.02,0.05,0.06,0.13,0.09,0.08,0.06,0.19,100
0.02,0.01,0.02,0.01,0.03,0.02,0.06,0.06,0.13,0.09,0.08,0.06,0.19,100
0.02,0.01,0.01,0.01,0.03,0.02,0.07,0.06,0.12,0.08,0.08,0.06,0.2,100
0.02,0.01,0.02,0.01,0.03,0.02,0.07,0.06,0.13,0.09,0.08,0.06,0.2,100
0.02,0.01,0.02,0.01,0.02,0.02,0.06,0.06,0.16,0.13,0.14,0.11,0.23,100
0.02,0.01,0.02,0.01,0.02,0.02,0.06,0.06,0.16,0.14,0.14,0.12,0.23,100
0.02,0.01,0.02,0.01,0.02,0.02,0.06,0.06,0.16,0.14,0.15,0.12,0.23,100
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.06,0.16,0.14,0.14,0.12,0.23,100
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.13,0.11,0.12,0.1,0.26,101
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.12,0.11,0.11,0.09,0.25,101
0.02,0.01,0.02,0.01,0.02,0.01,0.04,0.05,0.13,0.11,0.11,0.1,0.25,101
0.02,0.01,0.02,0.01,0.02,0.01,0.04,0.05,0.12,0.1,0.11,0.09,0.25,101
0.02,0.01,0.01,0.01,0.02,0.01,0.03,0.04,0.11,0.11,0.12,0.08,0.21,102
0.02,0.01,0.01,0.01,0.02,0.01,0.03,0.04,0.11,0.11,0.12,0.08,0.21,102
0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.04,0.11,0.11,0.11,0.09,0.21,102
0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.04,0.12,0.12,0.12,0.09,0.21,102
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.06,0.15,0.1,0.1,0.07,0.19,102
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.15,0.1,0.11,0.07,0.19,102
0.02,0.01,0.02,0.01,0.02,0.01,0.06,0.05,0.12,0.08,0.08,0.06,0.16,103
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.12,0.09,0.09,0.06,0.16,103
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.12,0.09,0.09,0.07,0.15,103
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.12,0.09,0.09,0.06,0.16,103
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.04,0.14,0.15,0.15,0.11,0.2,104
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.04,0.14,0.15,0.15,0.12,0.21,104
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.04,0.14,0.15,0.14,0.11,0.2,104
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.04,0.14,0.15,0.16,0.12,0.22,104
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.05,0.12,0.11,0.12,0.1,0.18,105
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.12,0.11,0.12,0.11,0.16,105
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.13,0.12,0.12,0.11,0.17,105
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.12,0.11,0.13,0.11,0.17,105
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.12,0.12,0.12,0.11,0.17,105
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.12,0.11,0.12,0.1,0.27,106
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.12,0.11,0.12,0.1,0.27,106
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.12,0.11,0.12,0.1,0.27,106
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.12,0.11,0.12,0.1,0.27,106
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.11,0.1,0.11,0.1,0.17,106
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.11,0.09,0.1,0.09,0.16,106
0.02,0.01,0.02,0.01,0.02,0.01,0.04,0.05,0.11,0.09,0.1,0.07,0.16,106
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.11,0.09,0.1,0.09,0.16,106
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.04,0.13,0.12,0.14,0.13,0.18,106
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.04,0.13,0.13,0.15,0.13,0.19,106
0.01,0.01,0.01,0.01,0.02,0.01,0.04,0.04,0.12,0.11,0.13,0.11,0.16,106
0.02,0.01,0.02,0.01,0.02,0.01,0.04,0.04,0.12,0.12,0.14,0.12,0.18,106
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.05,0.1,0.08,0.08,0.06,0.17,107
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.1,0.08,0.07,0.06,0.17,107
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.05,0.1,0.08,0.08,0.06,0.17,107
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.04,0.1,0.08,0.07,0.06,0.17,107
0.01,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.13,0.08,0.09,0.06,0.17,107
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.13,0.09,0.09,0.06,0.18,107
0.02,0.01,0.02,0.01,0.02,0.01,0.05,0.05,0.14,0.09,0.09,0.06,0.18,107
0.02,0.01,0.02,0.01,0.02,0.01,0.06,0.06,0.15,0.09,0.09,0.06,0.19,108
0.02,0.01,0.02,0.01,0.02,0.02,0.06,0.06,0.15,0.09,0.09,0.06,0.2,108
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.06,0.15,0.1,0.09,0.07,0.22,108
0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.07,0.14,0.12,0.12,0.1,0.25,109
0.02,0.02,0.01,0.02,0.02,0.02,0.06,0.07,0.15,0.13,0.13,0.11,0.26,109
0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.07,0.15,0.13,0.14,0.11,0.26,109
0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.07,0.15,0.13,0.14,0.11,0.26,109
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.04,0.15,0.13,0.14,0.11,0.21,110
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.04,0.15,0.13,0.13,0.11,0.21,110
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.04,0.15,0.12,0.13,0.11,0.21,110
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.04,0.15,0.13,0.14,0.11,0.21,110
0.02,0.02,0.03,0.02,0.03,0.02,0.05,0.08,0.16,0.14,0.14,0.12,0.28,110
0.02,0.02,0.03,0.02,0.03,0.02,0.06,0.08,0.16,0.14,0.15,0.12,0.29,110
0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.08,0.16,0.14,0.14,0.11,0.27,110
0.02,0.02,0.03,0.02,0.03,0.02,0.06,0.08,0.16,0.14,0.15,0.12,0.28,110
0.02,0.01,0.02,0.02,0.02,0.02,0.06,0.07,0.12,0.12,0.11,0.1,0.19,111
0.02,0.01,0.02,0.02,0.02,0.02,0.06,0.07,0.13,0.12,0.12,0.1,0.2,111
0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.07,0.13,0.12,0.12,0.11,0.21,111
0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.07,0.13,0.12,0.12,0.1,0.21,111
0.02,0.01,0.01,0.02,0.03,0.02,0.06,0.07,0.09,0.08,0.08,0.06,0.18,113
0.02,0.01,0.01,0.02,0.03,0.02,0.06,0.07,0.09,0.08,0.08,0.06,0.18,113
0.02,0.01,0.02,0.02,0.03,0.02,0.06,0.07,0.08,0.08,0.07,0.06,0.19,113
0.02,0.01,0.01,0.01,0.03,0.02,0.06,0.07,0.08,0.08,0.08,0.06,0.19,113
0.01,0.01,0.01,0.02,0.03,0.03,0.05,0.07,0.19,0.16,0.22,0.11,0.36,114
0.01,0.01,0.01,0.01,0.03,0.03,0.05,0.07,0.19,0.16,0.22,0.12,0.36,114
0.02,0.01,0.01,0.02,0.03,0.03,0.05,0.07,0.19,0.17,0.23,0.12,0.36,114
0.01,0.01,0.01,0.02,0.03,0.03,0.05,0.07,0.19,0.16,0.22,0.11,0.35,114
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.06,0.11,0.09,0.1,0.07,0.18,114
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.06,0.11,0.09,0.1,0.09,0.18,114
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.06,0.11,0.09,0.1,0.07,0.18,114
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.06,0.12,0.1,0.1,0.09,0.18,114
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.06,0.12,0.1,0.1,0.09,0.2,115
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.06,0.12,0.11,0.12,0.1,0.22,115
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.06,0.12,0.11,0.12,0.1,0.23,115
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.06,0.12,0.11,0.12,0.1,0.22,115
0.02,0.02,0.03,0.02,0.03,0.03,0.06,0.09,0.22,0.17,0.17,0.12,0.37,119
0.03,0.02,0.03,0.02,0.03,0.03,0.07,0.09,0.22,0.16,0.16,0.12,0.39,119
0.03,0.02,0.02,0.02,0.03,0.03,0.07,0.09,0.21,0.16,0.16,0.12,0.39,119
0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.05,0.15,0.1,0.09,0.06,0.2,120
0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.05,0.15,0.1,0.1,0.06,0.2,120
0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.05,0.15,0.09,0.09,0.06,0.19,120
0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.05,0.15,0.09,0.09,0.06,0.19,120
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.07,0.15,0.13,0.14,0.11,0.23,121
0.02,0.01,0.02,0.02,0.02,0.02,0.05,0.07,0.16,0.13,0.14,0.11,0.24,121
0.02,0.01,0.02,0.02,0.02,0.02,0.05,0.07,0.15,0.13,0.13,0.11,0.23,121
0.02,0.01,0.01,0.01,0.02,0.02,0.05,0.07,0.15,0.13,0.13,0.11,0.23,121
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.05,0.2,0.19,0.22,0.21,0.23,121
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.05,0.19,0.19,0.21,0.2,0.22,121
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.05,0.19,0.19,0.21,0.2,0.22,121
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.05,0.19,0.19,0.22,0.2,0.22,121
0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.05,0.14,0.14,0.14,0.1,0.25,123
0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.04,0.13,0.13,0.13,0.09,0.24,123
0.02,0.01,0.01,0.01,0.02,0.01,0.03,0.04,0.12,0.12,0.12,0.09,0.24,123
0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.04,0.12,0.12,0.12,0.09,0.24,123
0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.04,0.12,0.11,0.11,0.09,0.2,123
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.04,0.12,0.11,0.11,0.09,0.2,123
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.04,0.12,0.1,0.1,0.09,0.2,123
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.04,0.12,0.1,0.1,0.09,0.2,123
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.05,0.08,0.06,0.06,0.04,0.14,123
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.05,0.09,0.07,0.06,0.04,0.14,123
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.05,0.08,0.07,0.06,0.04,0.14,123
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.09,0.06,0.06,0.04,0.14,123
0.02,0.02,0.03,0.02,0.03,0.03,0.06,0.08,0.22,0.2,0.22,0.2,0.37,123
0.03,0.02,0.02,0.02,0.03,0.03,0.06,0.09,0.23,0.22,0.23,0.21,0.38,123
0.03,0.02,0.02,0.02,0.03,0.03,0.05,0.09,0.23,0.21,0.23,0.21,0.38,123
0.03,0.02,0.03,0.02,0.03,0.02,0.05,0.08,0.23,0.22,0.23,0.2,0.38,123
0.01,0.01,0.02,0.01,0.02,0.01,0.04,0.04,0.1,0.09,0.11,0.1,0.15,125
0.02,0.01,0.02,0.01,0.02,0.01,0.04,0.04,0.1,0.09,0.1,0.1,0.14,125
0.02,0.01,0.02,0.01,0.02,0.01,0.04,0.04,0.1,0.09,0.11,0.1,0.14,125
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.04,0.1,0.09,0.11,0.1,0.15,125
0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.14,0.14,0.15,0.11,0.21,126
0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.04,0.14,0.14,0.15,0.11,0.21,126
0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.04,0.13,0.14,0.14,0.1,0.21,126
0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.04,0.13,0.14,0.14,0.1,0.21,126
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.09,0.1,0.1,0.08,0.17,127
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.09,0.1,0.1,0.08,0.16,127
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.09,0.1,0.1,0.07,0.15,127
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.09,0.1,0.1,0.07,0.15,127
0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.07,0.19,0.17,0.17,0.15,0.27,128
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.07,0.19,0.16,0.17,0.15,0.27,128
0.02,0.01,0.02,0.02,0.02,0.02,0.05,0.07,0.19,0.16,0.17,0.15,0.26,128
0.02,0.01,0.02,0.02,0.02,0.02,0.05,0.07,0.19,0.16,0.17,0.13,0.26,128
0.02,0.02,0.03,0.02,0.03,0.03,0.07,0.08,0.14,0.13,0.18,0.16,0.35,129
0.02,0.02,0.03,0.02,0.03,0.03,0.07,0.08,0.14,0.13,0.18,0.16,0.34,129
0.02,0.02,0.03,0.02,0.03,0.03,0.07,0.08,0.14,0.13,0.17,0.15,0.34,129
0.02,0.02,0.03,0.02,0.03,0.03,0.07,0.08,0.14,0.13,0.17,0.16,0.34,129
0.02,0.01,0.02,0.01,0.02,0.02,0.06,0.06,0.12,0.11,0.11,0.09,0.18,133
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.12,0.11,0.1,0.09,0.17,133
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.06,0.12,0.11,0.1,0.09,0.18,133
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.05,0.17,0.15,0.17,0.15,0.24,137
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.05,0.19,0.15,0.17,0.15,0.24,137
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.05,0.17,0.15,0.17,0.15,0.24,137
0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.05,0.17,0.14,0.17,0.13,0.24,137
0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.07,0.24,0.22,0.25,0.23,0.36,144
0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.07,0.23,0.22,0.24,0.22,0.35,144
0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.07,0.23,0.21,0.24,0.22,0.35,144
0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.07,0.23,0.22,0.24,0.22,0.36,144
0.03,0.02,0.03,0.03,0.03,0.04,0.09,0.11,0.24,0.23,0.25,0.23,0.45,213
0.03,0.03,0.03,0.03,0.03,0.04,0.09,0.11,0.26,0.25,0.28,0.27,0.49,213
0.03,0.03,0.03,0.03,0.03,0.04,0.09,0.1,0.26,0.25,0.29,0.27,0.49,213
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.06,0.21,0.22,0.25,0.24,0.28,218
0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.06,0.22,0.22,0.25,0.24,0.28,218
0.02,0.01,0.02,0.01,0.02,0.02,0.05,0.06,0.23,0.23,0.27,0.27,0.29,218
0.02,0.01,0.02,0.02,0.02,0.02,0.05,0.06,0.23,0.24,0.28,0.27,0.3,218
0.02,0.01,0.01,0.01,0.03,0.03,0.06,0.08,0.41,0.37,0.6,0.24,0.37,237
0.02,0.01,0.01,0.01,0.03,0.03,0.05,0.08,0.4,0.36,0.6,0.25,0.36,237
0.02,0.01,0.02,0.02,0.03,0.03,0.04,0.07,0.39,0.35,0.59,0.23,0.36,237
0.02,0.01,0.02,0.01,0.03,0.03,0.06,0.08,0.42,0.38,0.61,0.25,0.37,237
