,1,2,3,4,5,6,7,8,9,10
STT,R_610nm,S_680nm,T_730nm,U_760nm,V_810nm,W_860nm,DATE,weight,height,HU
71,3.858038164,3.979092278,4.1499275,4.213379398,4.575464966,4.557638388,5,59.17,0.65,80.45793
72,3.792754157,3.911841198,4.096836075,4.159229003,4.560298411,4.53226626,5,59.87,0.73,85.38748
73,3.846531938,3.95197029,4.118428818,4.182568026,4.57975038,4.550678137,5,60,0.78,88.29057
74,3.799943385,3.866218061,4.06122372,4.12523327,4.587463,4.553823315,5,57.79,0.74,86.58936
75,3.844639238,3.952809606,4.11730435,4.177367807,4.562911006,4.531563333,5,59.59,0.7,83.60894
76,3.84768,3.949336917,4.09089438,4.152096823,4.574849323,4.550678137,5,60,0.72,84.7369
77,3.79911992,3.912704201,4.089296096,4.149954436,4.584278383,4.558300384,5,59.24,0.8,89.61451
78,3.775404705,3.914138748,4.111776237,4.181246793,4.591330131,4.56734885,5,60.29,0.82,90.43309
79,3.858677421,3.921015753,4.103473152,4.165490522,4.553147665,4.529243422,5,57.96,0.73,85.94413
80,3.769365966,3.916652081,4.126787355,4.197389091,4.569962837,4.549179534,5,60.76,0.72,84.51352
81,3.626131418,3.71438494,3.895432852,3.968387033,4.455592535,4.413490427,6,59.25,0.6,76.8831
82,3.718544342,3.907034637,4.089877974,4.148413509,4.489693992,4.465064474,6,60.45,0.52,70.0296
83,3.793682535,3.851580826,4.001559216,4.066960325,4.494448113,4.469758035,6,58.74,0.58,75.5661
84,3.711542138,3.921635579,4.097979029,4.165714483,4.50459634,4.492254265,6,61.75,0.6,75.997
85,3.697768308,3.886037456,4.089441647,4.160817004,4.531500472,4.514000649,6,61.22,0.63,78.3824
86,3.711093717,3.938207389,4.106281855,4.172104566,4.538710421,4.518953512,6,63.14,0.67,80.5457
87,3.773854341,3.9344515,4.084281636,4.146223542,4.543859426,4.52279897,6,59.16,0.66,81.137
88,3.765127962,3.947749205,4.101637709,4.163216367,4.554416705,4.530404927,6,61.51,0.78,87.8823
89,3.860430542,4.009292218,4.125650911,4.190517859,4.490358172,4.486985446,6,58.88,0.52,70.6754
90,3.814062917,3.912474246,4.072111365,4.135044992,4.54101617,4.514846321,6,58.59,0.64,79.9647
91,3.730506158,3.917619293,4.085678347,4.150940075,4.532757414,4.509484369,6,58.59,0.64,79.9647
92,3.771420781,3.924106071,4.082769632,4.146983996,4.563042426,4.532562751,6,60.4,0.75,86.4372
93,3.749806644,3.879820389,4.042380637,4.103532135,4.525733582,4.487210593,6,58.74,0.73,85.7163
94,3.729001918,3.934724752,4.104949991,4.172187282,4.531808654,4.519017908,6,59.5,0.74,86.0973
95,3.894672358,3.973931531,4.126720614,4.181489754,4.572144009,4.542919719,6,58.34,0.68,82.7147
96,3.792847067,3.933027734,4.100468855,4.163047437,4.564211479,4.539510098,6,62.14,0.66,80.1799
97,3.768678885,3.879634374,4.034567087,4.095381936,4.547996967,4.513691258,6,58.86,0.6,77.0218
98,3.812378413,3.949495356,4.10907251,4.171359274,4.561690551,4.5356401,6,58.86,0.68,82.5517
99,3.705221721,3.928118538,4.087947533,4.154803075,4.516764349,4.495697697,6,60,0.68,82.1952
100,3.828936585,3.966683025,4.124377226,4.185760106,4.56691914,4.542371082,6,60.9,0.71,83.847
101,3.748367898,3.886526113,4.05697144,4.119138339,4.483210904,4.46387856,7,58.44,0.65,80.6974
102,3.669577629,3.786076193,3.984064231,4.050563148,4.492260354,4.461441838,7,58.14,0.61,78.0049
103,3.733072796,3.904347682,4.093785349,4.161919529,4.552279138,4.531297507,7,59.88,0.62,78.1211
104,3.756020407,3.808418002,3.999281803,4.064211164,4.52234916,4.489817194,7,58.19,0.64,80.0982
105,3.68270594,3.773984606,3.976581054,4.044833709,4.500118339,4.463969906,7,57.18,0.67,82.4336
106,3.77103014,3.873513029,4.033864769,4.10084321,4.50925856,4.48117814,7,58.69,0.69,83.2484
107,3.73763374,3.929945308,4.091039397,4.156978822,4.524299395,4.511519252,7,59.04,0.6,76.9578
108,3.823342708,3.910341239,4.068308729,4.130212392,4.528536084,4.500056389,7,59.04,0.73,85.6289
109,3.80185881,3.94160857,4.112397803,4.175045574,4.547130485,4.527495321,7,58.76,0.67,81.9295
110,3.756424779,3.888110467,4.076780809,4.142814535,4.546436043,4.51814807,7,59.53,0.67,81.6849
111,3.826707666,3.93527074,4.106526739,4.164368978,4.563317063,4.535035666,7,61.73,0.65,79.6223
112,3.778680966,3.890294694,4.054928073,4.115571868,4.531153523,4.500392447,7,60,0.6,76.6167
113,3.71187817,3.938153209,4.111084592,4.179216661,4.561247003,4.550154228,7,59.11,0.68,82.4734
114,3.807105514,3.907034637,4.065088586,4.132544779,4.526383908,4.499400307,7,60,0.69,82.8447
115,3.80818317,3.936142974,4.102662286,4.167613538,4.543921833,4.522320165,7,60.49,0.64,79.3329
116,3.836900864,3.914882859,4.093352932,4.156235713,4.568065986,4.538680437,7,60.32,0.6,76.5032
117,3.790798062,3.873387223,4.05148769,4.112830254,4.5511389,4.518583232,7,58.65,0.68,82.6175
118,3.728571176,3.871305786,4.057128236,4.124341394,4.559660825,4.53601163,7,58.32,0.72,85.233
119,3.847843762,3.970775185,4.133412903,4.196451355,4.554197327,4.52947913,7,61.19,0.64,79.101
120,3.753586238,3.913852228,4.09056795,4.153106415,4.574860927,4.548277874,7,58.7,0.58,75.5808
121,3.816269498,3.949759307,4.108829058,4.170917024,4.579255855,4.549629687,8,59.12,0.55,73.069
122,3.773563049,3.888839773,4.052082808,4.113588288,4.549971036,4.518583232,8,59.7,0.57,74.4373
123,3.712549373,3.898448428,4.089114122,4.159853553,4.547291497,4.529620463,8,59.2,0.51,69.6794
124,3.741624873,3.938965502,4.10184987,4.161128267,4.502610278,4.482982696,8,59.47,0.58,75.2973
125,3.794423812,3.894690357,4.072943478,4.134413763,4.550254062,4.5211528,8,58.65,0.53,71.6132
126,3.79014409,3.953019194,4.112052613,4.17780354,4.568443655,4.550558441,8,57.55,0.53,72.0579
127,3.746614437,3.9049332,4.070974062,4.133299373,4.567735221,4.532936922,8,60.15,0.55,72.6691
128,3.772687925,3.941662322,4.095367227,4.15772069,4.559444081,4.531704039,8,58.66,0.56,74.0446
129,3.784971066,3.919547228,4.082252165,4.143197925,4.533908578,4.506563163,8,60.3,0.6,76.5103
130,3.747543613,3.928340384,4.121075094,4.186534442,4.574372462,4.551858387,8,60.39,0.68,82.0736
131,3.768678885,3.97188002,4.132524337,4.197128819,4.550229452,4.526705579,8,59.42,0.6,76.8227
132,3.763739168,3.885425854,4.046857741,4.10863719,4.548231837,4.515771371,8,54.64,0.68,83.8841
133,3.794145964,3.921353963,4.07449002,4.134954859,4.54259666,4.515349667,8,60.86,0.66,80.59
134,3.836060509,3.97924027,4.115423763,4.178700875,4.544084088,4.518615407,8,56.92,0.64,80.5231
135,3.742564774,3.823428599,4.009065535,4.075484017,4.547365824,4.512908614,8,58.81,0.62,78.4889
136,3.841909098,3.961423134,4.119923584,4.183133048,4.582614452,4.556606627,8,59.44,0.58,75.3084
137,3.75031931,3.933794984,4.091582744,4.156921705,4.564675818,4.538080223,8,58.37,0.62,78.6404
138,3.814858588,3.947165575,4.09454107,4.156035443,4.547625795,4.520816403,8,60.26,0.65,80.1014
139,3.756424779,3.940801162,4.097086341,4.160703768,4.562349053,4.536058043,8,62.23,0.57,73.4926
140,3.753484536,3.874894752,4.062464207,4.130242778,4.574535345,4.544045263,8,60,0.67,81.5359
141,3.836144602,3.966022643,4.113707056,4.174990784,4.539366852,4.520640101,9,60,0.42,60.6026
142,3.762146518,3.878889431,4.052914584,4.119356396,4.572050401,4.538695797,9,57.84,0.38,57.2976
143,3.742042866,3.907732872,4.095295444,4.166385676,4.572237552,4.548698894,9,58.43,0.4,59.2421
144,3.807195405,3.896543628,4.066433234,4.128599668,4.566065907,4.528456856,9,58.05,0.45,64.6469
145,3.720085178,3.866026126,4.07433937,4.146223542,4.552817593,4.530655652,9,59.78,0.47,65.7744
146,3.785821774,3.937773608,4.097550769,4.157007392,4.570714604,4.546514276,9,54.74,0.46,67.1619
147,3.792661193,3.980520485,4.135773541,4.196033944,4.553392007,4.537540884,9,59.46,0.5,68.6862
148,3.77317433,3.888536033,4.078351095,4.145930717,4.573440452,4.548292947,9,59.22,0.48,66.9693
149,3.78780036,3.900344935,4.069985995,4.128904411,4.548231837,4.514830067,9,59.39,0.5,68.7162
150,3.807554846,3.959259873,4.129681901,4.189220627,4.564533008,4.535949706,9,61.43,0.52,69.627
151,3.801949792,3.939884326,4.120059193,4.181489754,4.557149623,4.533357473,9,59.68,0.6,76.7303
152,3.7496014,3.910341239,4.100717071,4.166385676,4.546622178,4.524518433,9,57.92,0.5,69.3463
153,3.77220101,3.91790334,4.100433384,4.168198342,4.576473717,4.551216386,9,60.37,0.53,70.9193
154,3.822996104,3.938803175,4.090204923,4.154487244,4.56031041,4.539264434,9,58.19,0.45,64.58
155,3.816533518,3.899160592,4.078388416,4.145989297,4.578910514,4.554342866,9,59.76,0.78,88.3557
156,3.802404521,3.901349086,4.093893395,4.159541375,4.569044918,4.545379947,9,59.84,0.57,74.385
157,3.87111369,3.92360189,4.103508376,4.164397037,4.582043156,4.554357682,9,58.28,0.6,77.2283
158,3.777719923,3.85513903,4.073170162,4.138068091,4.584301138,4.551246279,9,59.13,0.56,73.8652
159,3.820910648,3.937502269,4.128386741,4.195328639,4.550770453,4.534709857,9,61.17,0.6,76.2021
160,3.818552462,3.935598033,4.105581364,4.168949044,4.596425912,4.56812556,9,58.74,0.51,69.8726
161,3.791637477,3.91063011,4.092775694,4.161863058,4.547947489,4.527084828,10,57.88,0.44,63.7384
162,3.704539046,3.93005578,4.116176995,4.183348096,4.542746916,4.524391253,10,58.65,0.48,67.224
163,3.783359561,3.923265427,4.114154054,4.181786552,4.578737719,4.558168084,10,56.42,0.45,65.4248
164,3.746200822,3.899871591,4.098869918,4.162737548,4.573370502,4.546801153,10,57.56,0.41,60.7946
165,3.782694284,3.906393603,4.085237778,4.148500861,4.549355112,4.521456973,10,57.56,0.42,61.8528
166,3.832513154,3.888232107,4.064703651,4.121530831,4.537584625,4.50498714,10,58.04,0.46,65.6208
167,3.778680966,3.946953143,4.116450553,4.178102867,4.558588114,4.533217351,10,58.58,0.45,64.3939
168,3.714779392,3.879944374,4.069071939,4.131909935,4.547539155,4.516872418,10,59.26,0.42,60.9821
169,3.783074577,3.949125545,4.128020745,4.19049141,4.568396453,4.548067235,10,59.14,0.41,59.9654
170,3.74568323,3.904289081,4.108062963,4.174689332,4.578979578,4.557770896,10,56.93,0.43,63.2005
171,3.778296804,3.925112631,4.104317666,4.169892578,4.569315787,4.543862918,10,58.85,0.45,64.265
172,3.75154729,3.862556365,4.05488868,4.118358713,4.566196376,4.538172602,10,58.59,0.56,74.0714
173,3.698115164,3.882724571,4.092016926,4.159626548,4.571523591,4.546091131,10,60,0.55,72.7273
174,3.787235974,3.944716403,4.110703713,4.172297563,4.563054396,4.536753739,10,59.87,0.55,72.7777
175,3.749806644,3.895169379,4.096155994,4.161043389,4.580932679,4.555661094,10,58.07,0.5,69.2819
176,3.781074293,3.897497072,4.09468484,4.15888796,4.551936172,4.518035222,10,57.62,0.56,74.4422
177,3.738898064,3.880316088,4.053705307,4.116701279,4.529272611,4.503505435,10,57.29,0.52,71.3307
178,3.805122839,3.937773609,4.102979754,4.167167455,4.570327134,4.5462574,10,59.52,0.52,70.412
179,3.756929734,3.867431808,4.043352567,4.107998341,4.560875005,4.53273428,10,57.53,0.57,75.2513
180,3.761547766,3.881676368,4.079618148,4.151432071,4.569186252,4.544576588,10,58.95,0.5,68.9047
181,3.766808424,3.856711135,4.047058305,4.110961064,4.542145678,4.5133001,11,57.93,0.45,64.7041
182,3.68675812,3.829248728,4.021450718,4.089751127,4.550389368,4.518921363,11,57.93,0.52,71.0668
183,3.767695426,3.88750178,4.083802791,4.153048787,4.564056574,4.536521947,11,59.36,0.48,66.9068
184,3.767498467,3.892227037,4.094145362,4.161411026,4.583378836,4.557314392,11,57.4,0.53,72.1186
185,3.784402989,3.935598033,4.11039181,4.17840196,4.544084088,4.528330875,11,60.97,0.46,64.2531
186,3.769954044,3.929890037,4.122560795,4.192206396,4.556034235,4.535903282,11,58.38,0.42,61.433
187,3.812467219,3.950655599,4.106281855,4.15851818,4.523580548,4.497544505,11,57.44,0.52,71.2689
188,3.811132994,3.983558194,4.130609388,4.19154759,4.556495289,4.534337211,11,60.78,0.46,64.3418
189,3.751955846,3.952809606,4.116689803,4.182298716,4.581459633,4.560119355,11,58.36,0.5,69.1576
190,3.79182379,3.964596904,4.126820738,4.189644635,4.579991676,4.556193207,11,59.24,0.5,68.7804
191,3.8234293,3.873324292,4.054139574,4.110548152,4.548021704,4.510503016,11,58.99,0.49,67.9893
192,3.824380864,3.959621158,4.10184987,4.161297944,4.542509011,4.516969472,11,58.99,0.55,73.1196
193,3.751138348,3.88377025,4.041609624,4.104918681,4.560466657,4.528708708,11,58.19,0.47,66.5004
194,3.859953119,3.985701207,4.134430849,4.193468485,4.579807837,4.560529056,11,58.19,0.5,69.2305
195,3.878728363,3.972431339,4.140844719,4.202896224,4.565282316,4.541501044,11,56.36,0.47,67.3364
196,3.843731086,3.945889468,4.134627613,4.199180742,4.588207652,4.566541846,11,59.87,0.52,70.2681
197,3.783169581,3.930386975,4.081622931,4.149635058,4.55986545,4.541959173,11,59.84,0.57,74.385
198,3.855873713,3.948384977,4.098620644,4.154803075,4.544894405,4.512827004,11,59.68,0.52,70.3462
199,3.772493218,3.915511493,4.081882117,4.14181026,4.56410425,4.534026404,11,58.29,0.57,74.9658
200,3.798019509,3.907849113,4.078201813,4.142637479,4.590983039,4.562731771,11,58,0.52,71.0379
201,3.761747442,3.896841822,4.109246344,4.174963401,4.541229768,4.522400011,12,59.36,0.44,63.0156
202,3.82696545,3.948120189,4.121953616,4.188105634,4.555232317,4.538326557,12,56.89,0.43,63.2204
203,3.770834687,3.865000913,4.059473224,4.122706679,4.578011289,4.54085882,12,57.59,0.48,67.6978
204,3.81732468,3.944663028,4.132359577,4.195798988,4.576601097,4.551977725,12,57.85,0.49,68.4882
205,3.812111822,3.962039214,4.131072389,4.204332572,4.542721877,4.532890174,12,58.42,0.5,69.1319
206,3.729539725,3.865129201,4.085494817,4.155348019,4.536862023,4.516257499,12,60.25,0.49,67.4383
207,3.755514431,3.870989527,4.06578064,4.140002616,4.547440138,4.527763483,12,61.26,0.5,67.9156
208,3.842240938,3.956150743,4.099474637,4.157406975,4.560923032,4.53225067,12,57.32,0.42,61.9756
209,3.792661193,3.988027006,4.11610857,4.183079242,4.560382542,4.547419601,12,59.68,0.49,67.6875
210,3.814505144,3.938586611,4.113500611,4.17433277,4.566563845,4.536614708,12,59.22,0.42,61.0026
211,3.769464052,3.859188713,4.050454225,4.114124445,4.569445283,4.537263234,12,59.22,0.5,68.789
212,3.709295391,3.787535501,4.029626922,4.095480667,4.553416391,4.522687325,12,59.46,0.48,66.8621
213,3.771127815,3.895169379,4.093244752,4.160363882,4.545056296,4.525676748,12,62.95,0.47,64.3269
214,3.782504012,3.939452169,4.115046673,4.178184448,4.570831926,4.543999696,12,57.99,0.5,69.3163
215,3.844968999,3.936306298,4.119142852,4.180273506,4.588286548,4.56348776,12,58.23,0.47,66.4821
216,3.763639817,3.970976282,4.119244771,4.183616757,4.559335668,4.54177595,12,61.14,0.48,66.1117
217,3.816533518,3.876896684,4.059901765,4.124587607,4.56979823,4.544364146,12,57.97,0.44,63.6945
218,3.794886451,3.929669032,4.118054329,4.185278753,4.587485588,4.569159032,12,55.92,0.45,65.6635
219,3.836564917,3.981698918,4.138479033,4.201687027,4.582477422,4.563894297,12,58.21,0.5,69.2219
220,3.799943385,3.901820823,4.078127136,4.144463619,4.564080413,4.541806501,12,57.85,0.48,67.5816
221,3.75510921,3.932149265,4.115389493,4.181705617,4.541669128,4.521856799,13,60.31,0.55,72.607
222,3.748676583,3.924441833,4.111707115,4.178429156,4.522231079,4.501281752,13,60,0.52,70.2146
223,3.764434139,3.880996761,4.073924847,4.141514442,4.555767078,4.53225067,13,57.66,0.47,66.7424
224,3.808631389,3.898923352,4.075280007,4.145315154,4.546721382,4.523786896,13,57.4,0.5,69.5694
225,3.776660331,3.87570914,4.074301699,4.134142947,4.55469685,4.525185211,13,57.59,0.46,65.8309
226,3.838493056,3.951287134,4.114943765,4.170446625,4.525837673,4.505302792,13,57.93,0.5,69.342
227,3.791637477,3.926562539,4.105020196,4.163638389,4.54835544,4.52128088,13,58.09,0.52,71.0009
228,3.811667182,3.944502817,4.115595074,4.175374166,4.548404823,4.5243277,13,57.69,0.5,69.4449
229,3.78930178,3.946527966,4.12383981,4.188583839,4.538192157,4.515657905,13,60,0.42,60.6026
230,3.828851053,3.922591768,4.098478137,4.159086919,4.574244427,4.552514367,13,61.38,0.5,67.8642
231,3.784876421,3.876896684,4.087472715,4.153682312,4.576959871,4.550708068,13,60,0.43,61.6654
232,3.844968999,3.932698547,4.102662286,4.163863307,4.58838797,4.561770365,13,57.13,0.43,63.1006
233,3.794886451,3.968708674,4.114703583,4.181165758,4.557379596,4.536228197,13,60.93,0.47,65.2494
234,3.740892395,3.885731776,4.08446568,4.156550275,4.551433462,4.530012897,13,58.45,0.51,69.9944
235,3.764929835,3.983216291,4.13021214,4.200681086,4.54018601,4.535841391,13,59.64,0.5,68.6091
236,3.778296804,3.937990529,4.108341711,4.174935988,4.564461562,4.545834053,13,60.93,0.55,72.3666
237,3.690067009,3.810604773,4.024883224,4.092012226,4.539644287,4.507621702,13,57.62,0.44,63.8654
238,3.782979518,3.874832039,4.088749878,4.159910286,4.55718593,4.537170612,13,61.07,0.5,67.9969
239,3.741520292,3.820026774,4.037447042,4.114974588,4.581585559,4.557108091,13,56.41,0.53,72.5196
240,3.750729022,3.968455996,4.129549232,4.199362103,4.575801477,4.557667843,13,59.64,0.48,66.7817
241,3.84521614,3.906335279,4.08021313,4.142696505,4.529543638,4.505468849,14,61.81,0.53,70.3394
242,3.82987614,3.927118879,4.084870267,4.15330807,4.537926475,4.51759951,14,58.8,0.45,64.2889
243,3.843565767,3.922310721,4.101673082,4.163413354,4.580840946,4.550109298,14,58.34,0.44,63.5138
244,3.790331045,3.832371895,4.040022754,4.106685738,4.545641012,4.51698562,14,59.79,0.45,63.8162
245,3.780787804,3.892106511,4.091111887,4.162681183,4.56950412,4.548082267,14,60.88,0.5,68.0782
246,3.773077078,3.876584501,4.079878533,4.149547934,4.57236618,4.548774035,14,58.31,0.5,69.179
247,3.77190857,3.911610786,4.101673082,4.172021806,4.578541798,4.558035744,14,57.4,0.53,72.1186
248,3.820649245,3.974480254,4.137275062,4.199672809,4.571968499,4.546272543,14,59.54,0.5,68.6519
249,3.796732162,3.982727404,4.149610867,4.212902626,4.577572531,4.560909138,14,59.78,0.5,68.5491
250,3.749806644,3.912761677,4.093280815,4.153653522,4.532116568,4.513577195,14,60,0.45,63.7159
251,3.761447912,3.882293242,4.081919136,4.152760529,4.555597001,4.533902028,14,59.26,0.48,66.9515
252,3.798478369,3.915968077,4.085531529,4.152587482,4.587779081,4.562265906,14,57.9,0.42,61.6787
253,3.80791399,3.913278594,4.068576018,4.131849423,4.56032241,4.533948667,14,56.88,0.43,63.2254
254,3.799669081,3.934506144,4.088567676,4.154774359,4.575139836,4.554565293,14,58.15,0.47,66.5186
255,3.793218577,3.962141817,4.111638015,4.189459196,4.571300989,4.556842677,14,59.47,0.42,60.8745
256,3.769954044,3.916936812,4.100256019,4.174305345,4.563209613,4.542020198,14,60.52,0.48,66.3886
257,3.75510921,3.912244144,4.073774001,4.1387536,4.559504288,4.534337211,14,56.97,0.51,70.6168
258,3.740997127,3.950339464,4.119652173,4.186987743,4.569033112,4.556237512,14,60,0.5,68.4549
259,3.830643387,3.953804177,4.093641246,4.155290687,4.560430577,4.529871642,14,59.17,0.44,63.1084
260,3.764731617,3.880068323,4.052835466,4.115068963,4.562289239,4.535996175,14,57.9,0.44,63.7287
261,3.728355645,3.835884569,4.06122372,4.144962973,4.566848086,4.547027523,15,59.14,0.41,59.9654
