,1,2,3,4,5,6,7,8,9,10
STT,R_610nm,S_680nm,T_730nm,U_760nm,V_810nm,W_860nm,DATE,weight,height,HU
262,3.76284404,3.813936586,4.021875985,4.093039128,4.555268785,4.526452562,15,56.65,0.5,69.8914
263,3.77190857,3.905342604,4.101531574,4.175784572,4.559877462,4.544864748,15,59.38,0.48,66.8979
264,3.762445604,3.848659841,4.069491117,4.137112558,4.551040653,4.526183538,15,60.54,0.52,69.9926
265,3.724131246,3.862039963,4.052241379,4.124741435,4.556349716,4.535562652,15,59.41,0.48,66.8845
266,3.813885906,3.910976476,4.075242418,4.141366443,4.530111013,4.509089428,15,61.41,0.5,67.8514
267,3.725652422,3.951444863,4.11039181,4.168810135,4.490950873,4.47754635,15,59.44,0.48,66.8711
268,3.753281024,3.870229623,4.039288415,4.107838465,4.546187755,4.521328945,15,59.77,0.5,68.5534
269,3.787800361,3.885303453,4.053784304,4.11491167,4.525121369,4.486430728,15,61.91,0.43,60.7081
270,3.76956208,3.927230071,4.10149619,4.168309641,4.559191091,4.542721682,15,60.75,0.5,68.1338
271,3.663237463,3.855335836,4.088458297,4.164649635,4.543109698,4.528330875,15,61.8,0.53,70.3434
272,3.794145965,3.890536693,4.055872354,4.118795499,4.548231837,4.517631809,15,58.43,0.47,66.3908
273,3.75954594,3.90674339,4.069757643,4.136124942,4.550893287,4.525296266,15,59.15,0.45,64.1218
274,3.701224257,3.897556596,4.060485472,4.127072704,4.528574864,4.506695618,15,60.12,0.5,68.4035
275,3.766611062,3.936197406,4.117679485,4.182244833,4.552744194,4.535609113,15,58.44,0.41,60.333
276,3.765127962,3.821021743,4.037323998,4.10751857,4.550352488,4.522974449,15,59.16,0.48,66.9961
277,3.73710583,3.934997831,4.091836056,4.158176578,4.540626474,4.524931306,15,58.4,0.44,63.4845
278,3.792382249,3.887197129,4.044322327,4.106621608,4.546262271,4.516338467,15,58.66,0.5,69.029
279,3.812644808,3.930497334,4.098763104,4.159598149,4.57631156,4.551365786,15,58.32,0.43,62.5059
280,3.768580622,3.868387626,4.053863286,4.121530831,4.542821976,4.515008744,15,60,0.5,68.4549
281,3.73837169,3.86634599,4.080436016,4.148588226,4.565258544,4.540031685,16,60.19,0.5,68.3736
282,3.783359561,3.884322829,4.05673614,4.120631312,4.555536249,4.521424957,16,59.66,0.5,68.6005
283,3.821780805,3.894810169,4.078425734,4.140210416,4.55716171,4.532547122,16,56.03,0.53,72.6737
284,3.787612314,3.85058725,4.032456756,4.096565053,4.538015054,4.506380977,16,59.3,0.48,66.9336
285,3.782979518,3.863265427,4.054455161,4.12357106,4.567120328,4.54085882,16,57.92,0.54,72.7297
286,3.841327783,3.91453957,4.096871841,4.165154363,4.560442619,4.538987884,16,57.32,0.52,71.3184
287,3.790424474,3.909183907,4.059823873,4.125847281,4.554794274,4.533170584,16,60,0.46,64.706
288,3.781360628,3.8895072,4.063778397,4.126061995,4.556967947,4.523070098,16,56.97,0.47,67.0576
289,3.785538401,3.908952054,4.060485472,4.129026248,4.565389255,4.541134133,16,58.22,0.48,67.4162
290,3.714556905,3.861716911,4.062386774,4.143580946,4.555669919,4.543087206,16,59.38,0.43,61.9757
291,3.756828774,3.825189874,4.042258983,4.112513984,4.558949992,4.530827936,16,57.36,0.52,71.3019
292,3.728463404,3.944716403,4.093533172,4.166441562,4.554258266,4.537741248,16,62.29,0.47,64.6284
293,3.810419719,3.932753413,4.083618502,4.14914102,4.562827363,4.53542324,16,59.39,0.53,71.3145
294,3.75954594,3.90052229,4.040715191,4.111119794,4.534368191,4.511109764,16,58.71,0.44,63.3331
295,3.796916303,3.871874443,4.04845986,4.116011433,4.563173806,4.530122675,16,57.82,0.49,68.5014
296,3.762644867,3.923545805,4.091329251,4.154401058,4.504213529,4.48566687,16,62.53,0.53,70.0497
297,3.775791433,3.974430415,4.116074354,4.184662961,4.523724422,4.514179693,16,61.46,0.47,65.0074
298,3.763242111,3.893730724,4.048619721,4.115823103,4.56221747,4.538264962,16,58.65,0.5,69.0333
299,3.797376329,3.948226133,4.091872236,4.157692167,4.554111989,4.532422322,16,58.65,0.4,59.1236
300,3.80058281,3.926506836,4.087545803,4.152125687,4.547316274,4.521296919,16,58.97,0.56,73.9263
301,3.738266363,3.810532053,3.985545491,4.05052668,4.512960661,4.484849423,17,58.91,0.47,66.1716
302,3.660095415,3.811258669,4.016142926,4.090849896,4.526539828,4.502486972,17,58.37,0.45,64.4941
303,3.707489587,3.834991891,4.054731073,4.126827895,4.531770112,4.511208062,17,59.43,0.4,58.7033
304,3.7165552,3.858798461,4.031709463,4.098202895,4.524951871,4.495239002,17,61.88,0.5,67.6503
305,3.738898064,3.899279178,4.047218721,4.112007524,4.504049383,4.482790343,17,59.42,0.51,69.5871
306,3.815476409,3.868323967,4.040185788,4.107582568,4.526565817,4.500593957,17,57.83,0.42,61.7146
307,3.736788807,3.83766447,4.046456257,4.125079616,4.541556185,4.523579938,17,55.65,0.38,58.5357
308,3.71721926,3.887440861,4.040715191,4.092443168,4.400226072,4.366424672,17,58.88,0.39,57.8688
309,3.737211479,3.839437107,4.034360668,4.105594235,4.539984521,4.516969472,17,54.88,0.52,72.3271
310,3.762146518,3.916139218,4.061805655,4.127042126,4.493916208,4.478854489,17,58,0.51,70.1835
311,3.671793425,3.847058265,4.060368786,4.128904411,4.543871889,4.52408918,17,60,0.41,59.5132
312,3.79497894,3.90052229,4.085898447,4.153192859,4.544171419,4.525407294,17,57.38,0.49,68.694
313,3.746407679,3.90866209,4.078276443,4.141603193,4.542834517,4.514716329,17,59.65,0.46,64.8694
314,3.787141821,3.871052798,4.029585166,4.095973881,4.528652464,4.500946382,17,60.23,0.5,68.3564
315,3.817675839,3.885425854,4.06044658,4.131425608,4.518210373,4.497087758,17,59.14,0.33,50.214
316,3.710420217,3.877333376,4.029960786,4.09800668,4.506165052,4.486829504,17,60.69,0.46,64.3839
317,3.730720625,3.880501839,4.049498076,4.114313513,4.530317134,4.503555481,17,58.13,0.54,72.6464
318,3.734563026,3.808198704,4.009940138,4.081029597,4.54203286,4.511126131,17,57.86,0.42,61.6992
319,3.746304244,3.925949711,4.079580933,4.14493363,4.535820446,4.519628934,17,57.7,0.43,62.8158
320,3.739108428,3.909125955,4.073094613,4.139408278,4.52459965,4.509846097,17,58.33,0.52,70.902
321,3.694401233,3.75597559,3.989638977,4.064564627,4.535629623,4.505103456,18,57.67,0.51,70.3223
322,3.741938386,3.823216754,4.024756608,4.094492488,4.546932193,4.522208346,18,57.43,0.45,64.9428
323,3.707263332,3.807173917,4.023149172,4.093931556,4.548034047,4.519001784,18,57.93,0.4,59.5111
324,3.786765074,3.9151687,4.1060368,4.171414524,4.556252688,4.53285899,18,57.65,0.3,46.9849
325,3.790891425,3.865577881,4.05673614,4.125478978,4.56194209,4.534275048,18,58.01,0.53,71.8718
326,3.795718009,3.854153541,4.044846715,4.107166429,4.550598359,4.520463727,18,59.37,0.47,65.9616
327,3.785632868,3.828202631,3.997667004,4.058373526,4.520732583,4.48469274,18,57.61,0.44,63.8703
328,3.740787677,3.863716035,4.040511636,4.107742538,4.559937609,4.53027951,18,57.97,0.47,66.6008
329,3.872740106,3.961063345,4.101708452,4.157777703,4.550536904,4.525026576,18,59.1,0.45,64.1457
330,3.774533324,3.909125955,4.092161535,4.158859513,4.566148929,4.541378791,18,57.81,0.5,69.3935
331,3.786293697,3.822226839,4.014589688,4.077409037,4.550487715,4.514602534,18,57.55,0.44,63.8996
332,3.690890339,3.825260149,4.003514511,4.065341152,4.541430681,4.50498714,18,58.19,0.43,62.5708
333,3.77142078,3.891865384,4.063932755,4.127439689,4.550475441,4.526926835,18,58.61,0.53,71.6294
334,3.773465884,3.895049666,4.067505947,4.13130441,4.567652502,4.534756409,18,58.47,0.34,51.9862
335,3.789208109,3.89791357,4.052360231,4.117546431,4.544931751,4.513854114,18,58.07,0.45,64.6373
336,3.820300483,3.876709384,4.027198573,4.089083861,4.509812505,4.483035136,18,58.07,0.49,68.3919
337,3.786670854,3.939614303,4.094576991,4.155262033,4.531449078,4.503705506,18,59.06,0.5,68.8576
338,3.779639887,3.907092869,4.067046542,4.131334721,4.547625795,4.521488936,18,59.59,0.48,66.804
339,3.793960646,3.91465403,4.067505947,4.132937339,4.553965615,4.519114432,18,58.21,0.47,66.4912
340,3.785349371,3.960394356,4.107190785,4.171193483,4.528833425,4.513137037,18,57.43,0.41,60.8628
341,3.692532289,3.786998441,4.013594455,4.084350268,4.532142226,4.504604701,19,60.97,0.53,70.6775
342,3.799760524,3.902292049,4.097193569,4.168643368,4.561774414,4.541072984,19,60,0.46,64.706
343,3.806565681,3.878578677,4.091691305,4.154803075,4.538040366,4.507902443,19,57.56,0.48,67.7113
344,3.751342867,3.937936321,4.105441156,4.17326135,4.55010643,4.528897527,19,56.05,0.34,53.5183
345,3.837152638,3.943700777,4.088713437,4.148937451,4.522060449,4.498827532,19,60,0.36,53.6142
346,3.78770633,3.963064107,4.122695584,4.190834955,4.522467209,4.509763909,19,63.05,0.41,57.9042
347,3.793775247,3.900049139,4.066279762,4.132242581,4.551985198,4.525359728,19,58.28,0.42,61.4842
348,3.810241217,3.978499936,4.118258621,4.178918129,4.541618972,4.516888621,19,60.28,0.56,73.4269
349,3.705562678,3.920451535,4.099261313,4.170806391,4.571722704,4.54883411,19,57.11,0.3,47.373
350,3.84207505,3.9181872,4.092775694,4.156778894,4.572623321,4.542325339,19,58.3,0.59,76.4811
351,3.730720625,3.909878671,4.096263451,4.168643368,4.541506017,4.526136058,19,63.14,0.5,67.1113
352,3.821867709,3.981502727,4.12383981,4.185225239,4.526422881,4.509665284,19,57.18,0.46,66.0223
353,3.786953489,3.896543629,4.056775365,4.1195432,4.545330074,4.514846321,19,58.15,0.5,69.2476
354,3.769954044,3.946846887,4.09658563,4.158831093,4.541116712,4.515674101,19,57.78,0.35,53.7041
355,3.774145474,3.929337238,4.104423123,4.174387642,4.560682892,4.539049376,19,59.85,0.3,45.3908
356,3.748367898,3.902586296,4.077865663,4.147305298,4.546150517,4.524168701,19,57.93,0.49,68.4532
357,3.775694801,3.912071514,4.078201813,4.144404832,4.575453377,4.548232749,19,57.93,0.36,54.8575
358,3.76956208,3.942253389,4.084833499,4.147976392,4.544109048,4.522479842,19,59.18,0.35,52.8399
359,3.750421793,3.87570914,4.049896721,4.113556713,4.55456288,4.521456973,19,58.58,0.44,63.3966
360,3.764929835,3.916082161,4.09715783,4.164340888,4.559094649,4.537108902,19,61.26,0.37,54.1205
361,3.733605588,3.886770249,4.093244752,4.15854662,4.55716171,4.527653107,20,57.44,0.44,63.9533
362,3.761248098,3.924553713,4.092631256,4.154401058,4.513790975,4.496782993,20,57.97,0.35,53.5871
363,3.762644867,3.940100243,4.100646166,4.169587536,4.544981573,4.52680041,20,64.19,0.4,56.1235
364,3.730613385,3.899575472,4.124175761,4.169087938,4.458428676,4.412792265,20,57.03,0.38,57.7561
365,3.756929734,3.869912579,4.075768336,4.140418147,4.563149917,4.527005839,20,58.45,0.52,70.8525
366,3.725109776,3.877271015,4.075092064,4.142607977,4.550254062,4.5232295,20,60.47,0.5,68.2537
367,3.799669081,3.874141627,4.071087934,4.145872128,4.538027685,4.518985712,20,61.2,0.44,62.1159
368,3.708957395,3.846188284,4.070822187,4.141011074,4.550450843,4.524597825,20,60.16,0.5,68.3864
369,3.698692587,3.820382393,4.046777473,4.120724434,4.562025903,4.538880324,20,59.19,0.4,58.8327
370,3.7919169,3.895588087,4.086814405,4.154831759,4.560166158,4.541103584,20,58.59,0.47,66.3177
371,3.78459243,3.842825814,4.066893287,4.136723756,4.555937089,4.53301484,20,59.55,0.38,56.3269
372,3.763739169,3.878392101,4.086338346,4.152789378,4.559949665,4.534290614,20,57.48,0.35,53.8888
373,3.711654191,3.858538079,4.057128236,4.126215271,4.54716764,4.493689503,20,56.62,0.46,66.2837
374,3.750114309,3.81853008,4.011292346,4.075449582,4.520139652,4.489403948,20,59.16,0.49,67.9149
375,3.746614437,3.85230802,4.047979849,4.11957431,4.504582671,4.494456427,20,56.24,0.43,63.5451
376,3.788457868,3.874643846,4.091908413,4.165798454,4.564652012,4.54793178,20,58.98,0.38,56.6509
377,3.766413609,3.929945308,4.112811676,4.180408826,4.572073805,4.550348905,20,62.54,0.39,55.8366
378,3.828251981,3.961166179,4.120872091,4.186401045,4.578403476,4.561259676,20,57.37,0.42,61.95
379,3.763043121,3.909183907,4.080844373,4.141425643,4.568538044,4.536475584,20,56.14,0.37,57.1085
380,3.782313657,3.930607665,4.098763104,4.171635452,4.582682973,4.563226217,20,60.75,0.43,61.2897
381,3.765721802,3.814513465,4.030544461,4.100095119,4.530342898,4.502018683,21,60,0.44,62.7028
382,3.791451085,3.896782199,4.083360315,4.146340617,4.552511752,4.524820208,21,56.87,0.39,58.9781
383,3.77190857,3.860875803,4.057089042,4.126399149,4.553013217,4.525708452,21,58.05,0.35,53.5378
384,3.75954594,3.793853452,4.013161038,4.078778821,4.521048499,4.492425386,21,56.38,0.43,63.4752
385,3.717992736,3.811403853,4.034443224,4.109020049,4.526929457,4.502904668,21,61.14,0.4,57.7797
386,3.798661771,3.902233171,4.085311209,4.148092995,4.544894405,4.516532689,21,58.35,0.5,69.1619
387,3.767596976,3.888718302,4.074414702,4.139675832,4.567013815,4.5368773,21,58.21,0.42,61.52
388,3.770639147,3.840863571,4.020854684,4.083978824,4.556640766,4.520543916,21,57.25,0.3,47.2725
389,3.814505144,3.956982026,4.113052906,4.17326135,4.550044857,4.529604778,21,60.26,0.34,50.8438
390,3.800308876,3.903643979,4.073811717,4.136244771,4.551997429,4.519307467,21,56.82,0.5,69.8184
391,3.80067406,3.895468489,4.087180275,4.153739856,4.539795519,4.515657905,21,59.39,0.44,63.0009
392,3.722604764,3.878640851,4.047579401,4.109020049,4.525421056,4.48819638,21,58.25,0.45,64.5514
393,3.731256309,3.90854604,4.081289419,4.148238721,4.560442619,4.539095466,21,57.66,0.38,57.3996
394,3.693584538,3.879386192,4.051368561,4.118889016,4.514339173,4.495306985,21,60.31,0.37,54.6782
395,3.763242111,3.913966869,4.084833499,4.154458507,4.542796941,4.521040731,21,60.93,0.3,44.6003
396,3.768973471,3.902939135,4.100504323,4.16616206,4.527966647,4.505717789,21,59.02,0.42,61.1051
397,3.822128381,3.960909026,4.108237201,4.16886571,4.547080909,4.522655399,21,57.92,0.4,59.5165
398,3.784402989,3.941124315,4.090821854,4.15635012,4.558551877,4.536429216,21,58.34,0.37,55.8296
399,3.800765326,3.920338593,4.086851005,4.152010161,4.568006954,4.542919719,21,60,0.38,56.0707
400,3.778104595,3.981796981,4.142038849,4.207063921,4.54572808,4.532843372,21,58.77,0.32,49.0764
